country,iso3,who.region,resource,unit_cost,cost.m,cost.sd
British Virgin Islands,VGB,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Brunei Darussalam,BRN,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Bulgaria,BGR,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Burkina Faso,BFA,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Burundi,BDI,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Cabo Verde,CPV,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Cambodia,KHM,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Cameroon,CMR,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Canada,CAN,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Cayman Islands,CYM,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Central African Republic,CAF,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Chad,TCD,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Chile,CHL,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
China,CHN,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
"China, Hong Kong SAR",HKG,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
"China, Macao SAR",MAC,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Colombia,COL,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Comoros,COM,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Congo,COG,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Cook Islands,COK,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Costa Rica,CRI,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Côte d'Ivoire,CIV,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Croatia,HRV,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Cuba,CUB,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Curaçao,CUW,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Cyprus,CYP,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Czechia,CZE,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Democratic People's Republic of Korea,PRK,SEA,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Democratic Republic of the Congo,COD,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Denmark,DNK,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Djibouti,DJI,EMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Dominica,DMA,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Dominican Republic,DOM,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Ecuador,ECU,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Egypt,EGY,EMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
El Salvador,SLV,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Equatorial Guinea,GNQ,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Eritrea,ERI,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Estonia,EST,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Eswatini,SWZ,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Ethiopia,ETH,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Fiji,FJI,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Finland,FIN,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
France,FRA,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
French Polynesia,PYF,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Gabon,GAB,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Gambia,GMB,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Georgia,GEO,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Germany,DEU,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Ghana,GHA,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Greece,GRC,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Greenland,GRL,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Grenada,GRD,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Guam,GUM,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Guatemala,GTM,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Guinea,GIN,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Guinea-Bissau,GNB,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Guyana,GUY,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Haiti,HTI,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Honduras,HND,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Hungary,HUN,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Iceland,ISL,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
India,IND,SEA,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Indonesia,IDN,SEA,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Iran (Islamic Republic of),IRN,EMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Iraq,IRQ,EMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Ireland,IRL,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Israel,ISR,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Italy,ITA,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Jamaica,JAM,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Japan,JPN,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Jordan,JOR,EMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Kazakhstan,KAZ,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Kenya,KEN,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Kiribati,KIR,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Kuwait,KWT,EMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Kyrgyzstan,KGZ,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Lao People's Democratic Republic,LAO,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Latvia,LVA,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Lebanon,LBN,EMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Lesotho,LSO,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Liberia,LBR,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Libya,LBY,EMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Lithuania,LTU,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Luxembourg,LUX,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Madagascar,MDG,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Malawi,MWI,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Malaysia,MYS,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Maldives,MDV,SEA,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Mali,MLI,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Malta,MLT,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Marshall Islands,MHL,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Mauritania,MRT,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Mauritius,MUS,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Mexico,MEX,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Micronesia (Federated States of),FSM,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Monaco,MCO,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Mongolia,MNG,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Montenegro,MNE,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Montserrat,MSR,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Morocco,MAR,EMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Mozambique,MOZ,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Myanmar,MMR,SEA,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Namibia,NAM,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Nauru,NRU,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Nepal,NPL,SEA,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Netherlands,NLD,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
New Caledonia,NCL,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
New Zealand,NZL,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Nicaragua,NIC,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Niger,NER,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Nigeria,NGA,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Niue,NIU,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
North Macedonia,MKD,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Northern Mariana Islands,MNP,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Norway,NOR,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Oman,OMN,EMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Pakistan,PAK,EMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Palau,PLW,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Panama,PAN,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Papua New Guinea,PNG,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Paraguay,PRY,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Peru,PER,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Philippines,PHL,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Poland,POL,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Portugal,PRT,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Puerto Rico,PRI,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Qatar,QAT,EMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Republic of Korea,KOR,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Republic of Moldova,MDA,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Romania,ROU,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Russian Federation,RUS,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Rwanda,RWA,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Saint Kitts and Nevis,KNA,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Saint Lucia,LCA,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Saint Vincent and the Grenadines,VCT,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Samoa,WSM,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
San Marino,SMR,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Sao Tome and Principe,STP,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Saudi Arabia,SAU,EMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Senegal,SEN,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Serbia,SRB,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Seychelles,SYC,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Sierra Leone,SLE,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Singapore,SGP,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Sint Maarten (Dutch part),SXM,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Slovakia,SVK,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Slovenia,SVN,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Solomon Islands,SLB,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Somalia,SOM,EMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
South Africa,ZAF,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
South Sudan,SSD,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Spain,ESP,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Sri Lanka,LKA,SEA,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Sudan,SDN,EMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Suriname,SUR,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Sweden,SWE,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Switzerland,CHE,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Syrian Arab Republic,SYR,EMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Tajikistan,TJK,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Thailand,THA,SEA,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Timor-Leste,TLS,SEA,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Togo,TGO,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Tokelau,TKL,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Tonga,TON,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Trinidad and Tobago,TTO,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Tunisia,TUN,EMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Turkey,TUR,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Turkmenistan,TKM,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Turks and Caicos Islands,TCA,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Tuvalu,TUV,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Uganda,UGA,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Ukraine,UKR,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
United Arab Emirates,ARE,EMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
United Republic of Tanzania,TZA,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
United States of America,USA,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Uruguay,URY,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Uzbekistan,UZB,EUR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Vanuatu,VUT,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Venezuela (Bolivarian Republic of),VEN,AMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Viet Nam,VNM,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Wallis and Futuna Islands,WLF,WPR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Yemen,YEM,EMR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Zambia,ZMB,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Zimbabwe,ZWE,AFR,Isoniazid-based TPT (5-14 years),c_tpt_INH.514,12.6,2.25
Afghanistan,AFG,EMR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Albania,ALB,EUR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Algeria,DZA,AFR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
American Samoa,ASM,WPR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Andorra,AND,EUR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Angola,AGO,AFR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Anguilla,AIA,AMR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Antigua and Barbuda,ATG,AMR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Argentina,ARG,AMR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Armenia,ARM,EUR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Aruba,ABW,AMR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Australia,AUS,WPR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Austria,AUT,EUR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Azerbaijan,AZE,EUR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Bahamas,BHS,AMR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Bahrain,BHR,EMR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Bangladesh,BGD,SEA,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Barbados,BRB,AMR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Belarus,BLR,EUR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Belgium,BEL,EUR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Belize,BLZ,AMR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Benin,BEN,AFR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Bermuda,BMU,AMR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Bhutan,BTN,SEA,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Bolivia (Plurinational State of),BOL,AMR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Bosnia and Herzegovina,BIH,EUR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Botswana,BWA,AFR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Brazil,BRA,AMR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
British Virgin Islands,VGB,AMR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Brunei Darussalam,BRN,WPR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Bulgaria,BGR,EUR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Burkina Faso,BFA,AFR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Burundi,BDI,AFR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Cabo Verde,CPV,AFR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Cambodia,KHM,WPR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Cameroon,CMR,AFR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Canada,CAN,AMR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Cayman Islands,CYM,AMR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Central African Republic,CAF,AFR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Chad,TCD,AFR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Chile,CHL,AMR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
China,CHN,WPR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
"China, Hong Kong SAR",HKG,WPR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
"China, Macao SAR",MAC,WPR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Colombia,COL,AMR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Comoros,COM,AFR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Congo,COG,AFR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Cook Islands,COK,WPR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Costa Rica,CRI,AMR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Côte d'Ivoire,CIV,AFR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Croatia,HRV,EUR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Cuba,CUB,AMR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Curaçao,CUW,AMR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Cyprus,CYP,EUR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Czechia,CZE,EUR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Democratic People's Republic of Korea,PRK,SEA,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Democratic Republic of the Congo,COD,AFR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Denmark,DNK,EUR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Djibouti,DJI,EMR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Dominica,DMA,AMR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Dominican Republic,DOM,AMR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Ecuador,ECU,AMR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Egypt,EGY,EMR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
El Salvador,SLV,AMR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Equatorial Guinea,GNQ,AFR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Eritrea,ERI,AFR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Estonia,EST,EUR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Eswatini,SWZ,AFR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Ethiopia,ETH,AFR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Fiji,FJI,WPR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Finland,FIN,EUR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
France,FRA,EUR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
French Polynesia,PYF,WPR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Gabon,GAB,AFR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Gambia,GMB,AFR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Georgia,GEO,EUR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Germany,DEU,EUR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Ghana,GHA,AFR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Greece,GRC,EUR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Greenland,GRL,EUR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Grenada,GRD,AMR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
Guam,GUM,WPR,Levefloxacin-based TPT (0-4 years),c_tpt_LVX.04,34.2,11.7
